text,old_EV,new_EV,EV_reason,old_AS,new_AS,AS_reason,changed
Disability rehabilitation outcomes are positive based on therapist assessments. Patients report improved mobility and independence. Family caregivers express sa,0,0,"Claims lack specifics: no data, metrics, research methods, or findings cited.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
Households will separate wet and dry waste if provided with colour-coded bins and collection reminders. Compliance monitoring in Indore showed 72% adherence aft,1,1,Cites compliance monitoring data: 72% adherence after 6 months in Indore.,1,0,No explicit assumptions named; prerequisites unstated.,YES
We think that college students have trouble finding internships. Our internship matching platform uses AI to connect students with companies in their field.,0,0,"No research, data, or observations support the problem claim.",0,0,No explicit assumptions or dependencies named.,
Street vendor unions will facilitate introductions to their members,0,0,"Assertion without support; no research, data, or prior work cited.",1,1,Implicitly depends on union willingness and capacity; stated as a design mechanism.,
Our sanitation programme has changed defecation practices in target villages. Volunteers observe reduced open defecation. Households express pride in having toi,0,1,Volunteer observations of reduced open defecation; household expressions of pride reported.,0,0,"No explicit conditions, dependencies, or uncertainties named.",YES
"Our school improvement programme operates in 150 government primary schools across Gujarat's Dahod tribal district. The intervention reaches 22,000 students fro",0,0,Scale and reach described; no outcomes or findings reported.,0,0,"No explicit conditions, dependencies, or limitations named.",
Diabetic patients need regular monitoring to prevent complications. Telemedicine consultations enable specialist access without travel. The programme operates i,0,0,"No research, data, or findings cited; only general claims and programme scale.",1,1,Explicitly states two assumptions: patient adoption despite low tech familiarity; stable electricity/internet.,
Argininosuccinate lyase deficiency patients require protein restriction and arginine supplementation. Our metabolic disorder programme serves 22 patients across,1,1,Ammonia monitoring outcome reported: 75% controlled levels.,1,1,"Explicitly states assumptions: dietary compliance, specialty care accessibility.",
"The child protection programme trains 1,000 teachers on abuse identification and reporting. Training completion certificates are issued to all participants. Act",1,0,"Scale (1,000 teachers) stated without outcome or finding. No measured results reported.",0,1,Explicitly states measurement gaps: reporting rates and safety improvements are NOT measured.,YES
The intervention will transform every aspect of Indian society permanently. All problems will be solved forever. Universal change will be achieved instantly. Ev,0,0,"No observations, research, data, or prior work cited.",0,0,"No explicit assumptions, dependencies, or conditions named.",
Our design will empower women vendors to manage their finances independently,0,0,"Claim asserted without research, data, or prior work cited.",0,0,"No explicit conditions, dependencies, or uncertainties named.",
The programme assumes that communities will maintain infrastructure after handover. We believe that ownership will ensure sustainability. The intervention opera,0,0,"No research, data, or prior work cited to support claims.",1,1,"Explicitly names three assumptions: community maintenance, ownership ensuring sustainability, user committee contributio",
The intervention might be working for some people. Staff think outcomes could be positive. Beneficiaries seem somewhat satisfied. There appear to be changes hap,0,0,"Only vague assertions; no data, research, or specific findings cited.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",
Informal settlement residents in Ahmedabad need flood early warning systems calibrated to slum infrastructure when city-wide alerts fail to account for differen,1,1,"Deployment across 14 settlements with reported outcomes: 58% evacuation increase, 34% property loss reduction.",1,1,Explicitly states residents must have mobile phones and evacuation plans; names system scope limits (riverine only).,
